phone_id,phone_type,area_code,contact_id,number
915,Cell-Phone,795,432,8886145
916,Work,587,432,9385724
917,Cell-Phone,231,433,5922682
918,Work,471,433,1941796
919,Cell-Phone,693,434,1262725
920,Work,999,434,2361304
921,Cell-Phone,197,435,3728782
922,Home,199,435,5848576
923,Work,817,435,7694012
924,Cell-Phone,928,436,9022194
925,Work,110,436,1712404
926,Cell-Phone,493,437,4746204
927,Work,569,437,2568237
928,Cell-Phone,185,438,7384858
929,Cell-Phone,788,439,8394995
930,Home,931,439,1659882
931,Cell-Phone,290,440,2394431
932,Home,700,440,4693191
933,Cell-Phone,681,441,8849486
934,Work,388,441,4813001
935,Cell-Phone,451,442,5769876
936,Work,674,442,7996565
937,Cell-Phone,367,443,6537536
938,Work,260,443,3120545
939,Cell-Phone,623,444,1293133
940,Work,672,444,6830513
941,Cell-Phone,560,445,9104461
942,Cell-Phone,537,446,5633945
943,Home,164,446,8385185
944,Cell-Phone,731,447,9279782
945,Home,637,447,3062368
946,Cell-Phone,711,448,7281673
947,Work,420,448,5533770
948,Cell-Phone,712,449,1919859
949,Home,698,449,6665675
950,Work,585,449,4709801
951,Cell-Phone,985,450,8351578
952,Cell-Phone,243,451,4758168
953,Work,376,451,9145367
954,Cell-Phone,774,452,8960810
955,Home,416,452,5139185
956,Cell-Phone,766,453,6031114
957,Work,100,453,2311817
958,Cell-Phone,577,454,1527587
959,Work,771,454,3067181
960,Cell-Phone,168,455,6001777
961,Home,429,455,1831898
962,Work,998,455,7639884
963,Cell-Phone,975,456,8870855
964,Home,913,456,2901029
965,Home,195,457,8347955
966,Work,829,457,2009897
967,Cell-Phone,532,458,2934334
968,Work,622,458,7442732
969,Cell-Phone,306,459,8934925
970,Work,498,459,5011581
971,Cell-Phone,319,460,2429453
972,Work,140,460,1600913
973,Cell-Phone,133,461,8489230
974,Work,291,461,6456297
975,Cell-Phone,143,462,2685227
976,Cell-Phone,904,463,4883281
977,Home,483,463,7617372
978,Work,641,463,6427666
979,Cell-Phone,972,464,7328421
980,Cell-Phone,884,465,5025285
981,Home,567,465,7701111
982,Work,946,465,9692724
983,Cell-Phone,422,466,6409616
984,Work,181,466,3475668
985,Cell-Phone,340,467,7496640
986,Home,214,467,3526381
987,Cell-Phone,913,468,2605908
988,Home,534,468,1548618
989,Work,911,468,9099299
990,Cell-Phone,146,469,1610751
991,Home,667,469,4478000
992,Work,337,469,2195406
993,Cell-Phone,720,470,6706376
994,Home,170,470,9389058
995,Cell-Phone,385,471,1722304
996,Work,666,471,7938432
997,Cell-Phone,969,472,1083880
998,Home,164,472,3807212
999,Work,657,472,1780570
1000,Cell-Phone,178,473,4976381
1001,Cell-Phone,125,474,3028196
1002,Work,363,474,3670385
1003,Cell-Phone,804,475,5326828
1004,Home,937,475,1352004
1005,Work,744,475,9532520
1006,Cell-Phone,531,476,2125264
1007,Home,706,476,2866061
1008,Home,863,477,5030563
1009,Work,886,477,4996561
1010,Cell-Phone,649,478,2811047
1011,Work,210,478,9568721
1012,Cell-Phone,962,479,4821935
1013,Home,472,479,2325210
1014,Work,115,479,3707575
1015,Cell-Phone,503,480,2527641
1016,Work,343,481,7330736
1017,Cell-Phone,364,482,4509367
1018,Home,121,482,9349403
1019,Cell-Phone,226,483,2684925
1020,Work,636,483,8434437
1021,Cell-Phone,290,484,9077947
1022,Cell-Phone,412,485,4626473
1023,Home,685,485,4099085
1024,Work,715,485,9118841
1025,Cell-Phone,712,486,8217924
1026,Home,868,486,4268082
1027,Cell-Phone,191,487,1163345
1028,Home,509,487,5214735
1029,Work,491,487,5477293
1030,Cell-Phone,995,488,5689111
1031,Home,166,488,6316630
1032,Cell-Phone,882,489,8704125
1033,Home,977,489,6639183
1034,Cell-Phone,544,490,4998217
1035,Work,278,490,9000285
1036,Cell-Phone,249,491,7365705
1037,Home,128,491,3209244
1038,Cell-Phone,426,492,3714648
1039,Home,648,492,2447436
1040,Work,145,492,2374249
1041,Cell-Phone,741,493,6295167
1042,Work,143,493,2160318
1043,Cell-Phone,412,494,8981462
1044,Cell-Phone,623,495,3976741
1045,Home,138,496,6487465
1046,Work,342,496,6442961
1047,Cell-Phone,356,497,5755406
1048,Cell-Phone,628,498,4517727
1049,Cell-Phone,541,499,9548647
1050,Home,813,499,5121295
1051,Work,567,499,1374078
1052,Cell-Phone,982,500,1037006
1053,Home,470,500,7979418
1054,Work,651,500,7939301
1055,Cell-Phone,554,501,3633910
1056,Home,397,501,7966693
1057,Cell-Phone,465,502,4087447
1058,Cell-Phone,819,503,6937538
1059,Work,994,503,3999693
1060,Work,315,504,3069566
1061,Cell-Phone,169,505,8002074
1062,Home,499,505,5088416
1063,Work,976,505,6258362
1064,Cell-Phone,400,506,2176129
1065,Home,986,506,3735019
1066,Cell-Phone,222,507,1741536
1067,Work,715,507,3566425
1068,Cell-Phone,323,508,7616593
1069,Home,707,508,1064739
1070,Work,810,508,4939449
1071,Cell-Phone,377,509,1432037
1072,Home,657,509,5108911
1073,Work,112,509,2975716
1074,Cell-Phone,725,510,4582600
1075,Home,202,510,7830750
1076,Work,430,510,5086482
1077,Cell-Phone,949,511,6025775
1078,Cell-Phone,444,512,7780071
1079,Work,979,512,6707880
1080,Cell-Phone,307,513,4035816
1081,Work,455,513,4632077
1082,Cell-Phone,635,514,8152497
1083,Work,230,514,1839892
1084,Cell-Phone,781,515,2565626
1085,Cell-Phone,100,516,4404512
1086,Home,454,516,7314647
1087,Cell-Phone,509,517,9298692
1088,Home,757,517,7970053
1089,Work,920,517,6356087
1090,Home,288,518,6150105
1091,Work,298,518,5188826
1092,Cell-Phone,770,519,8738706
1093,Home,256,519,8746101
1094,Cell-Phone,496,520,3208616
1095,Cell-Phone,615,521,4359965
1096,Work,173,521,4806540
1097,Cell-Phone,189,522,3770787
1098,Home,446,522,8784707
1099,Work,860,522,2126627
1100,Cell-Phone,966,523,9640179
1101,Home,709,523,1620392
1102,Work,820,523,9091852
1103,Cell-Phone,280,524,8594236
1104,Work,958,524,4465383
1105,Cell-Phone,995,525,9040328
1106,Home,934,525,3579610
1107,Cell-Phone,666,526,5222333
1108,Home,831,526,3996098
1109,Work,262,526,1011866
1110,Cell-Phone,143,527,1787457
1111,Work,522,527,1111653
1112,Cell-Phone,228,528,6143022
1113,Work,774,528,1212397
1114,Cell-Phone,846,529,4111941
1115,Cell-Phone,411,530,9308847
1116,Home,538,530,7030206
1117,Cell-Phone,833,531,3301202
1118,Home,465,531,6682750
1119,Work,926,531,7085734
1120,Cell-Phone,257,532,3996959
1121,Home,438,532,2423353
1122,Cell-Phone,834,533,5284867
1123,Work,967,533,3954123
1124,Cell-Phone,268,534,9101288
1125,Home,124,534,7239834
1126,Work,211,534,3373346
1127,Cell-Phone,690,535,1060283
1128,Cell-Phone,773,536,4296976
1129,Work,214,536,8757894
1130,Cell-Phone,379,537,4266392
1131,Home,722,537,9317082
1132,Cell-Phone,361,538,2908534
1133,Home,696,538,7847980
1134,Work,402,538,7792874
1135,Cell-Phone,240,539,2496997
1136,Home,880,539,7239347
1137,Cell-Phone,166,540,2007628
1138,Work,694,540,1968569
1139,Cell-Phone,836,541,4784999
1140,Home,762,541,6573787
1141,Work,106,541,8376086
1142,Cell-Phone,820,542,3501800
1143,Home,313,542,5265569
1144,Cell-Phone,612,543,9785732
1145,Home,215,543,1281209
1146,Work,219,543,9992565
1147,Cell-Phone,701,544,1671893
1148,Work,673,544,1795889
1149,Cell-Phone,282,545,6401972
1150,Home,730,545,7064982
1151,Work,538,545,5488954
1152,Cell-Phone,643,546,4984183
1153,Work,141,546,6027456
1154,Cell-Phone,419,547,7542728
1155,Work,729,547,5645716
1156,Cell-Phone,617,548,2020077
1157,Home,154,548,6874059
1158,Work,796,548,1538520
1159,Cell-Phone,487,549,6265314
1160,Home,553,549,5213453
1161,Work,110,549,2639113
1162,Cell-Phone,291,550,6986261
1163,Work,571,550,4967077
1164,Cell-Phone,820,551,8026458
1165,Work,571,551,4917267
1166,Cell-Phone,437,552,9082846
1167,Home,706,552,4584328
1168,Work,470,552,1917272
1169,Cell-Phone,229,553,6715474
1170,Home,558,553,2067434
1171,Cell-Phone,577,554,5804053
1172,Home,571,554,2223859
1173,Work,645,554,8830748
1174,Cell-Phone,822,555,3930078
1175,Home,462,555,3748922
1176,Work,223,555,2193564
1177,Cell-Phone,843,556,4511791
1178,Home,794,556,4813272
1179,Cell-Phone,889,557,2611340
1180,Cell-Phone,983,558,2417115
1181,Home,338,558,9713228
1182,Cell-Phone,827,559,6810172
1183,Cell-Phone,305,560,6557088
1184,Home,910,560,8136415
1185,Cell-Phone,144,561,9140254
1186,Home,113,561,9848287
1187,Work,730,561,1523265
1188,Cell-Phone,781,562,6329220
1189,Home,202,562,9538690
1190,Work,268,562,3902705
1191,Cell-Phone,733,563,2148237
1192,Home,993,563,5798257
1193,Cell-Phone,197,564,2491733
1194,Work,580,564,5795910
1195,Cell-Phone,198,565,5248591
1196,Work,326,565,4664626
1197,Cell-Phone,815,567,7800862
1198,Work,289,567,4719015
1199,Cell-Phone,967,568,3198287
1200,Cell-Phone,420,569,7142964
1201,Cell-Phone,610,570,4999732
1202,Home,510,570,5091271
1203,Cell-Phone,867,571,9532674
1204,Cell-Phone,193,572,9183861
1205,Home,133,572,6484677
1206,Cell-Phone,314,573,7461446
1207,Home,166,573,2507186
1208,Cell-Phone,506,574,6114114
1209,Work,826,574,4585115
1210,Cell-Phone,581,575,3711114
1211,Cell-Phone,992,576,5635331
1212,Home,263,576,2104517
1213,Cell-Phone,894,577,6514980
1214,Home,612,577,2044153
1215,Cell-Phone,616,578,8438555
1216,Home,264,578,5492023
1217,Work,912,578,2527214
1218,Cell-Phone,918,579,7892332
1219,Home,543,579,3887040
1220,Work,255,579,2952018
1221,Cell-Phone,168,580,7037031
1222,Home,841,580,2382109
1223,Work,314,580,5834688
1224,Cell-Phone,943,581,8836641
1225,Home,537,581,7367621
1226,Cell-Phone,949,582,2199822
1227,Home,623,582,6772825
1228,Cell-Phone,711,583,2628273
1229,Work,363,583,2415864
1230,Cell-Phone,558,584,7034938
1231,Home,892,584,5382055
1232,Work,550,584,6600455
1233,Cell-Phone,540,585,3899303
1234,Work,345,585,9213286
1235,Cell-Phone,185,586,8412524
1236,Cell-Phone,824,587,4652005
1237,Work,549,587,7417424
1238,Cell-Phone,955,588,3309591
1239,Home,340,588,8523223
1240,Cell-Phone,182,589,5128309
1241,Cell-Phone,762,590,1502499
1242,Work,242,590,8872472
1243,Cell-Phone,799,591,9456690
1244,Cell-Phone,962,592,9922250
1245,Cell-Phone,849,593,3838591
1246,Home,421,593,8313543
1247,Work,904,593,8479468
1248,Cell-Phone,606,594,6375623
1249,Work,417,594,4877198
1250,Cell-Phone,211,595,2906618
1251,Home,413,595,5318434
1252,Work,587,595,9110972
1253,Cell-Phone,102,596,8966692
1254,Cell-Phone,811,597,3942997
1255,Home,617,597,4813465
1256,Work,584,597,5144430
1257,Cell-Phone,398,598,1370658
1258,Home,170,598,5567855
1259,Cell-Phone,738,599,2904244
1260,Home,600,599,4512532
1261,Cell-Phone,675,600,5603320
1262,Work,978,600,6587078
1263,Cell-Phone,768,601,8440424
1264,Home,421,601,1972033
1265,Cell-Phone,678,602,9414232
1266,Work,281,602,1133567
1267,Cell-Phone,293,603,2187670
1268,Work,196,603,9634204
1269,Cell-Phone,275,604,7861915
1270,Home,670,604,6559341
1271,Cell-Phone,214,605,1033750
1272,Work,202,605,1381150
1273,Cell-Phone,617,606,9888180
1274,Home,737,606,9589439
1275,Work,106,606,9200104
1276,Cell-Phone,338,607,5841868
1277,Work,976,607,1662533
1278,Cell-Phone,365,608,1028995
1279,Cell-Phone,795,609,3494693
1280,Home,164,609,2230877
1281,Work,492,609,3322085
1282,Cell-Phone,618,610,9861477
1283,Cell-Phone,950,611,6757647
1284,Work,503,611,7217245
1285,Cell-Phone,541,612,7944309
1286,Work,645,612,2207767
1287,Cell-Phone,872,613,1174352
1288,Work,254,613,1864625
1289,Cell-Phone,191,614,5938795
1290,Home,922,614,2403086
1291,Work,881,614,4472783
1292,Cell-Phone,730,615,1161243
1293,Work,588,615,6541271
1294,Cell-Phone,797,616,1287381
1295,Home,618,616,7969938
1296,Work,958,616,2214092
1297,Cell-Phone,539,617,6956956
1298,Cell-Phone,274,618,2158958
1299,Cell-Phone,237,619,3130579
1300,Home,249,619,7099202
1301,Work,309,619,7871028
1302,Cell-Phone,788,620,3629821
1303,Home,661,620,6923911
1304,Work,607,620,3484886
1305,Cell-Phone,991,621,3485899
1306,Home,853,621,5469822
1307,Work,545,621,3602357
1308,Cell-Phone,521,622,3412069
1309,Cell-Phone,770,623,6473761
1310,Cell-Phone,442,624,1293594
1311,Work,361,624,2154638
1312,Cell-Phone,943,625,6574652
1313,Home,611,625,4614174
1314,Work,459,625,8648915
1315,Cell-Phone,590,626,5663682
1316,Work,958,626,3141802
1317,Cell-Phone,520,627,9857906
1318,Home,504,627,3520892
1319,Work,141,627,3280941
1320,Cell-Phone,807,628,4661622
1321,Work,808,628,1819129
1322,Cell-Phone,443,629,1244418
1323,Home,354,629,4718412
1324,Work,516,629,7597808
1325,Cell-Phone,450,630,8639437
1326,Home,294,630,6582004
1327,Work,855,630,2528005
1328,Cell-Phone,695,631,5640734
1329,Cell-Phone,866,632,1093257
1330,Work,868,632,3940329
1331,Cell-Phone,405,633,8042708
1332,Work,670,633,1462731
1333,Cell-Phone,544,634,5817584
1334,Cell-Phone,737,635,3481304
1335,Cell-Phone,450,636,5841311
1336,Cell-Phone,389,637,6491101
1337,Home,848,637,9629031
1338,Work,410,637,7824597
1339,Cell-Phone,457,638,9913698
1340,Home,893,638,6134964
1341,Work,658,638,3105747
1342,Cell-Phone,918,639,8496310
1343,Home,988,639,5821746
1344,Work,411,639,3872270
1345,Cell-Phone,808,640,1841996
1346,Cell-Phone,453,641,6512782
1347,Cell-Phone,699,642,7053475
1348,Cell-Phone,685,643,8937026
1349,Work,150,643,2037396
1350,Cell-Phone,224,644,5242233
1351,Cell-Phone,577,645,6895045
1352,Home,487,645,1238854
1353,Cell-Phone,573,646,8442927
1354,Home,615,646,1520368
1355,Work,938,646,6947934
1356,Cell-Phone,426,647,3474674
1357,Home,922,647,6003983
1358,Work,766,647,9669973
1359,Cell-Phone,805,648,7291391
1360,Cell-Phone,549,649,8714053
1361,Home,206,649,9637826
1362,Work,703,649,8776527
1363,Cell-Phone,524,650,4062881
1364,Cell-Phone,143,651,4067688
1365,Cell-Phone,926,652,4577170
1366,Work,834,652,1135525
1367,Cell-Phone,680,653,7708684
1368,Work,170,653,4559776
1369,Cell-Phone,689,654,1025464
1370,Work,563,654,5088755
1371,Home,472,655,9576298
1372,Cell-Phone,313,656,3651151
1373,Work,430,656,8131811
1374,Cell-Phone,934,657,1934966
1375,Work,209,657,3698056
1376,Cell-Phone,198,658,6645457
1377,Cell-Phone,888,659,5774006
1378,Home,231,659,2794678
1379,Cell-Phone,794,660,8353721
1380,Cell-Phone,653,661,6494641
1381,Home,995,661,4876226
1382,Work,546,661,2774408
1383,Cell-Phone,523,662,4325820
1384,Work,355,662,7443975
1385,Cell-Phone,645,663,2803041
1386,Home,233,663,1681541
1387,Cell-Phone,435,664,5381508
1388,Cell-Phone,954,665,4372927
1389,Work,322,665,2935214
1390,Cell-Phone,785,666,1088544
1391,Home,604,666,8298721
1392,Cell-Phone,101,667,7491722
1393,Work,320,667,3785745
1394,Cell-Phone,561,668,4322555
1395,Cell-Phone,673,669,4627333
1396,Home,429,669,3513856
1397,Work,718,669,9925788
1398,Cell-Phone,193,670,2530563
1399,Work,866,670,8058565
1400,Cell-Phone,618,671,2934632
1401,Cell-Phone,556,672,2590832
1402,Work,555,672,6016156
1403,Cell-Phone,781,673,7680396
1404,Cell-Phone,447,674,3815940
1405,Home,506,674,2153265
1406,Cell-Phone,163,675,7518660
1407,Home,425,675,9846018
1408,Cell-Phone,684,676,8087643
1409,Home,576,676,8484382
1410,Cell-Phone,160,677,5819197
1411,Home,821,677,9235298
1412,Work,567,677,6010882
1413,Work,871,678,8033297
1414,Cell-Phone,562,679,4325661
1415,Home,205,679,8619844
1416,Work,452,679,4899350
1417,Cell-Phone,757,680,4251137
1418,Cell-Phone,274,681,9105493
1419,Cell-Phone,317,682,3715353
1420,Home,196,682,2913176
1421,Home,685,683,1286858
1422,Work,650,683,9801375
1423,Cell-Phone,264,684,8359479
1424,Home,304,684,7054385
1425,Work,269,684,3451175
1426,Cell-Phone,890,685,9093556
1427,Work,134,685,5489619
1428,Cell-Phone,239,686,1861659
1429,Home,455,686,2438795
1430,Work,485,686,8164440
1431,Cell-Phone,341,687,2094793
1432,Work,363,687,8997487
1433,Cell-Phone,162,688,6719486
1434,Home,839,688,3830122
1435,Cell-Phone,497,689,4857292
1436,Home,415,689,3259256
1437,Home,374,690,1728318
1438,Cell-Phone,337,691,7573696
1439,Work,951,691,8459890
1440,Cell-Phone,339,692,6075392
1441,Cell-Phone,126,693,9608267
1442,Work,407,693,3681194
1443,Cell-Phone,809,694,5830617
1444,Home,731,694,2349537
1445,Work,999,694,1622933
1446,Cell-Phone,870,695,2699664
1447,Work,579,695,2347739
1448,Cell-Phone,237,696,1580791
1449,Work,166,696,9899371
1450,Cell-Phone,229,697,1413801
1451,Work,609,697,8219967
1452,Cell-Phone,839,698,7943611
1453,Work,992,698,8953755
1454,Cell-Phone,349,699,4305535
1455,Work,852,699,9899589
1456,Cell-Phone,892,700,6066875
1457,Home,464,700,8247570
1458,Work,238,701,3508604
1459,Cell-Phone,628,702,4717410
1460,Work,149,702,6826017
1461,Cell-Phone,245,703,8659040
1462,Home,533,703,4302247
1463,Work,748,703,7801052
1464,Cell-Phone,561,704,5045497
1465,Home,206,704,4114699
1466,Work,206,704,5966259
1467,Cell-Phone,676,705,2981608
1468,Home,488,705,9999988
1469,Work,112,705,3542818
1470,Cell-Phone,994,706,9031104
1471,Home,908,706,7931053
1472,Work,591,706,8842691
1473,Cell-Phone,700,707,7227992
1474,Work,383,707,4737913
1475,Cell-Phone,240,708,6984944
1476,Work,254,708,9730667
1477,Cell-Phone,454,709,2126861
1478,Home,714,709,1515616
1479,Work,888,709,4635289
1480,Cell-Phone,707,710,8225697
1481,Home,313,710,8741285
1482,Work,609,710,7986342
1483,Cell-Phone,560,711,3016536
1484,Work,508,711,7824142
1485,Cell-Phone,278,712,4509238
1486,Home,272,712,1336169
1487,Work,889,712,8409544
1488,Cell-Phone,426,713,9335180
1489,Home,743,713,4626487
1490,Work,364,713,3403725
1491,Cell-Phone,331,714,6722921
1492,Cell-Phone,384,715,8662152
1493,Work,141,715,9359216
1494,Cell-Phone,893,716,9212595
1495,Home,415,716,3990433
1496,Cell-Phone,635,717,9140041
1497,Home,565,717,7001642
1498,Cell-Phone,438,718,6003714
1499,Work,850,718,4453974
1500,Cell-Phone,383,719,6131514
1501,Home,359,719,4714507
1502,Cell-Phone,416,720,2092963
1503,Home,672,720,3558595
1504,Work,430,720,8158673
1505,Home,390,721,8952549
1506,Work,264,721,1495605
1507,Cell-Phone,654,722,8219595
1508,Home,645,722,2368045
1509,Work,792,722,8110958
1510,Cell-Phone,435,723,6652796
1511,Home,526,723,7392732
1512,Cell-Phone,850,724,5275802
1513,Cell-Phone,571,725,7823790
1514,Work,702,725,5836644
1515,Cell-Phone,570,726,1234717
1516,Work,826,726,7060583
1517,Cell-Phone,129,727,9956104
1518,Home,963,727,4688531
1519,Cell-Phone,163,728,1199054
1520,Home,362,728,7028075
1521,Cell-Phone,942,730,3220366
1522,Home,473,730,8520193
1523,Cell-Phone,446,731,6633234
1524,Home,305,731,2373915
1525,Work,927,731,1599833
1526,Cell-Phone,407,732,2943291
1527,Home,643,732,6172212
1528,Work,423,732,7375515
1529,Cell-Phone,412,733,8731963
1530,Home,467,733,3862020
1531,Cell-Phone,198,734,3530171
1532,Work,698,734,9057989
1533,Cell-Phone,566,735,1441490
1534,Home,823,735,2324278
1535,Work,907,735,7925792
1536,Cell-Phone,710,736,2278087
1537,Home,957,736,6913150
1538,Work,263,736,5179014
1539,Cell-Phone,666,737,6372262
1540,Work,544,737,7722234
1541,Cell-Phone,677,738,6384228
1542,Home,279,738,8845244
1543,Work,982,738,8049481
1544,Cell-Phone,117,739,7479474
1545,Home,395,739,7563515
1546,Cell-Phone,657,740,1297689
1547,Cell-Phone,846,741,8809400
1548,Home,432,741,9432237
1549,Work,222,741,4280051
1550,Cell-Phone,594,742,7977349
1551,Home,175,742,1762824
1552,Work,699,742,9169933
1553,Cell-Phone,488,743,3588606
1554,Home,585,743,6722449
1555,Cell-Phone,893,744,9580205
1556,Work,827,744,8664417
1557,Cell-Phone,477,745,2806150
1558,Cell-Phone,144,746,6849231
1559,Cell-Phone,155,747,8592860
1560,Home,761,747,7873129
1561,Work,994,747,7611526
1562,Cell-Phone,411,748,4622089
1563,Cell-Phone,367,749,9149091
1564,Work,212,749,3588470
1565,Cell-Phone,739,750,9819312
1566,Cell-Phone,527,751,6738144
1567,Home,550,751,7824535
1568,Cell-Phone,871,752,8734280
1569,Home,113,752,2430751
1570,Cell-Phone,925,753,9423489
1571,Home,651,753,3989878
1572,Cell-Phone,202,754,8627214
1573,Work,759,754,2815716
1574,Cell-Phone,790,755,3113319
1575,Work,406,755,7145478
1576,Cell-Phone,164,756,1952433
1577,Work,492,756,2991126
1578,Cell-Phone,715,757,3682670
1579,Work,846,757,6101635
1580,Cell-Phone,703,758,4300243
1581,Home,699,758,5922201
1582,Cell-Phone,435,759,9805496
1583,Home,916,759,8742835
1584,Cell-Phone,175,760,8855598
1585,Work,395,760,5782184
1586,Home,893,761,3258654
1587,Work,807,761,1693416
1588,Cell-Phone,245,762,2805114
1589,Work,251,762,8773283
1590,Cell-Phone,193,763,4696202
1591,Cell-Phone,354,764,5286045
1592,Cell-Phone,984,765,4984524
1593,Home,131,765,2396896
1594,Cell-Phone,179,766,8789463
1595,Work,687,766,1212366
1596,Cell-Phone,515,767,9083850
1597,Work,789,767,8000107
1598,Cell-Phone,226,768,8299439
1599,Cell-Phone,582,769,1887155
1600,Home,815,769,4647708
1601,Work,409,769,9167452
1602,Cell-Phone,354,770,5029009
1603,Work,354,770,7373709
1604,Cell-Phone,232,771,9542721
1605,Work,714,771,5771869
1606,Cell-Phone,475,772,7598362
1607,Cell-Phone,495,773,7178160
1608,Home,638,773,2017276
1609,Work,540,773,4126074
1610,Cell-Phone,236,774,8821672
1611,Home,763,774,4410092
1612,Work,262,774,9776146
1613,Cell-Phone,675,775,7706272
1614,Home,636,775,7483132
1615,Work,421,775,8868330
1616,Cell-Phone,677,776,2875171
1617,Work,463,776,1691702
1618,Cell-Phone,658,777,2344773
1619,Cell-Phone,771,778,8680578
1620,Work,783,778,8998456
1621,Cell-Phone,958,779,4204603
1622,Work,523,779,2743133
1623,Home,961,780,8147422
1624,Work,572,780,6650771
1625,Cell-Phone,736,781,3647316
1626,Work,365,781,8882710
1627,Cell-Phone,273,782,2119574
1628,Home,818,782,9189740
1629,Cell-Phone,158,783,4520388
1630,Work,818,783,5571124
1631,Cell-Phone,647,784,1331410
1632,Home,446,784,1589664
1633,Cell-Phone,612,785,9752427
1634,Home,665,785,8265055
1635,Cell-Phone,764,786,4136459
1636,Cell-Phone,269,787,1734766
1637,Work,665,787,5609478
1638,Cell-Phone,939,788,2313713
1639,Work,369,788,5558732
1640,Cell-Phone,577,789,9762774
1641,Home,611,789,9497678
1642,Cell-Phone,584,790,7244248
1643,Work,102,790,1408293
1644,Cell-Phone,553,791,6049124
1645,Home,677,791,4699455
1646,Work,828,791,8575737
1647,Cell-Phone,718,792,1327090
1648,Home,399,792,3608637
1649,Work,630,792,8166545
1650,Cell-Phone,124,793,2167599
1651,Home,221,793,3094868
1652,Work,216,793,6020444
1653,Cell-Phone,323,794,3608000
1654,Home,218,794,7003506
1655,Work,284,794,3009216
1656,Cell-Phone,205,795,7695463
1657,Home,797,795,1686816
1658,Work,990,795,4863670
1659,Cell-Phone,581,796,3920541
1660,Cell-Phone,424,797,4557802
1661,Cell-Phone,679,798,1196948
1662,Cell-Phone,765,799,8005698
1663,Home,778,799,9037321
1664,Work,188,799,4292865
1665,Cell-Phone,463,800,9024296
1666,Work,464,800,3412474
1667,Cell-Phone,152,801,1592780
1668,Cell-Phone,900,802,5641292
1669,Home,337,802,7435462
1670,Cell-Phone,367,803,4933539
1671,Home,216,803,1629865
1672,Work,652,803,4647873
1673,Cell-Phone,714,804,2321586
1674,Cell-Phone,426,805,3307105
1675,Work,740,805,5818838
1676,Cell-Phone,540,806,2003639
1677,Work,820,806,2021804
1678,Work,100,807,6611518
1679,Cell-Phone,247,808,8648753
1680,Work,890,808,1169319
1681,Cell-Phone,737,809,2324132
1682,Home,616,809,8746016
1683,Cell-Phone,776,810,8325177
1684,Home,274,810,9910736
1685,Cell-Phone,182,811,7339114
1686,Work,969,811,8231176
1687,Cell-Phone,431,812,4493115
1688,Work,846,812,3618738
1689,Cell-Phone,944,813,5582647
1690,Home,397,813,2160932
1691,Work,470,813,5776907
1692,Cell-Phone,722,814,6061802
1693,Home,335,814,6516531
1694,Work,335,814,6554840
1695,Cell-Phone,283,815,8890953
1696,Home,551,815,1538333
1697,Work,191,815,2906834
1698,Cell-Phone,622,816,7520843
1699,Work,955,816,6876674
1700,Cell-Phone,845,817,1710555
1701,Home,191,817,4751188
1702,Work,863,817,7198150
1703,Cell-Phone,879,818,4196928
1704,Home,467,818,7093343
1705,Cell-Phone,294,819,2573187
1706,Work,379,819,6259619
1707,Cell-Phone,850,820,1130655
1708,Work,509,820,4517131
1709,Cell-Phone,444,821,8540708
1710,Work,184,821,2622570
1711,Cell-Phone,590,822,4447984
1712,Work,637,822,4877892
1713,Cell-Phone,407,823,2626721
1714,Home,310,823,3113404
1715,Work,519,823,7658448
1716,Cell-Phone,834,824,5370203
1717,Work,895,824,8923925
1718,Cell-Phone,258,825,8901612
1719,Home,953,825,8904936
1720,Cell-Phone,636,826,4425293
1721,Cell-Phone,343,827,4516744
1722,Home,692,827,3364421
1723,Work,924,827,7878391
1724,Cell-Phone,771,828,9699250
1725,Cell-Phone,174,829,2941074
1726,Home,454,829,6087736
1727,Cell-Phone,270,830,3807807
1728,Home,617,830,7890523
1729,Home,920,831,2758249
1730,Work,302,831,7864295
1731,Cell-Phone,406,832,8055023
1732,Cell-Phone,269,833,4273689
1733,Cell-Phone,633,834,4962564
1734,Cell-Phone,343,835,9433323
1735,Home,264,835,8625184
1736,Cell-Phone,201,836,5419001
1737,Home,512,836,1443570
1738,Cell-Phone,962,837,7039002
1739,Home,851,837,9788586
1740,Work,883,837,8231560
1741,Cell-Phone,215,838,1804077
1742,Cell-Phone,900,839,1620415
1743,Cell-Phone,233,840,8350822
1744,Home,897,840,9946381
1745,Work,480,840,5304680
1746,Cell-Phone,959,841,9964686
1747,Work,859,841,6939970
1748,Cell-Phone,717,842,8773925
1749,Home,283,842,3182108
1750,Cell-Phone,617,843,1865787
1751,Work,951,843,5580099
1752,Cell-Phone,283,844,7557709
1753,Cell-Phone,414,845,1119268
1754,Work,287,845,7842258
1755,Cell-Phone,127,846,2119811
1756,Home,986,846,2679674
1757,Cell-Phone,836,847,2126365
1758,Work,897,847,2895995
1759,Cell-Phone,831,848,7993385
1760,Home,330,848,1135710
1761,Work,762,848,2266419
1762,Cell-Phone,592,849,3739842
1763,Home,443,849,1235572
1764,Cell-Phone,371,850,6997087
1765,Work,684,850,8553678
1766,Cell-Phone,712,851,7483983
1767,Home,752,851,8346762
1768,Work,850,851,3360262
1769,Cell-Phone,253,852,8190347
1770,Home,511,852,1224019
1771,Work,922,852,5982752
1772,Cell-Phone,893,853,9914691
1773,Home,126,853,3416977
